2143,D000012294
2143,D000016780
2143,D000021739
2143,D000118026
2143,D000131650
2143,D000250405
2143,D000250962
2143,D000307116
2143,D000309769
2143,D000373050
2143,D000381628
2143,D000389747
2143,D000507110
2143,D000529372
2143,D000718660
2143,D000741798
2143,D000753401
2143,D000762991
2143,D000813020
2143,D000863216
2143,D000869577
2143,D000899086
2143,D000906739
2143,D000917872
2143,D000935104
2143,D001074048
2143,D001102079
2143,D001170863
2143,D001181067
2143,D001218343
2143,D001262803
2143,D001266122
2143,D001303384
2143,D001393187
2143,D001545593
2143,D001626926
2143,D001734669
2143,D001774535
2143,D001860764
2143,D001865936
2143,D001888676
2143,D001916249
2143,D001954333
2143,D001958720
2143,D002034539
2143,D002105628
2143,D002176246
2143,D002183015
2143,D002230924
2143,D002343006
2143,D002352527
2143,D002404622
2143,D002478661
2143,D002497044
2143,D002510040
2143,D002569994
2143,D002590820
2143,D002687056
2143,D002742748
2143,D002827377
2143,D002914640
2143,D002983899
2143,D003067307
2143,D003154816
2143,D003185629
2143,D003375822
2143,D003416075
2143,D003445433
2143,D003464571
2143,D003541081
2143,D003575246
2143,D003610053
2143,D003685327
2143,D003688380
2143,D003762707
2143,D003768136
2143,D003808344
2143,D003827154
2143,D003866924
2143,D003921685
2143,D003931899
2143,D003994214
2143,D004037606
2143,D004038641
2143,D004064404
2143,D004109785
2143,D004153726
2143,D004239536
2143,D004372264
2143,D004387831
2143,D004472841
2143,D004538875
2143,D004549710
2143,D004570554
2143,D004615347
2143,D004695974
2143,D004760474
2143,D004782179
2143,D004805762
2143,D004879558
2143,D004960720
2143,D004985082
2143,D004989165
2143,D005024346
2143,D005093144
2143,D005136148
2143,D005181728
2143,D005352470
2143,D005403318
2143,D005417261
2143,D005458813
2143,D005506651
2143,D005547258
2143,D005593026
2143,D005602520
2143,D005617944
2143,D005801367
2143,D005815494
2143,D005841233
2143,D005854974
2143,D005857180
2143,D005857555
2143,D005905263
2143,D005967230
2143,D005969340
2143,D006000110
2143,D006051167
2143,D006052539
2143,D006072636
2143,D006084707
2143,D006086176
2143,D006146023
2143,D006204815
2143,D006293154
2143,D006446222
2143,D006468217
2143,D006477509
2143,D006493110
2143,D006519803
2143,D006557454
2143,D006569693
2143,D006581336
2143,D006612344
2143,D006665265
2143,D006681494
2143,D006746506
2143,D006768430
2143,D006815141
2143,D006861605
2143,D006882655
2143,D006952174
2143,D007008627
2143,D007071874
2143,D007086731
2143,D007116018
2143,D007199585
2143,D007253225
2143,D007253973
2143,D007472978
2143,D007529016
2143,D007572333
2143,D007642340
2143,D007674839
2143,D007734274
2143,D007741357
2143,D007755743
2143,D007797224
2143,D007804359
2143,D007827341
2143,D007984051
2143,D008022363
2143,D008024015
2143,D008028150
2143,D008039521
2143,D008041562
2143,D008083890
2143,D008104342
2143,D008110978
2143,D008130686
2143,D008133632
2143,D008156921
2143,D008246004
2143,D008362896
2143,D008596604
2143,D008602251
2143,D008609373
2143,D008613097
2143,D008644534
2143,D008664136
2143,D008680396
2143,D008726483
