3004,D000044516
3004,D000243513
3004,D001222760
3004,D001228441
3004,D001274271
3004,D001499735
3004,D002178318
3004,D002280400
3004,D003516676
3004,D003524305
3004,D004220695
3004,D004371489
3004,D005658374
3004,D006621315
3004,D007477966
3004,D008054708
3004,D008550262
3004,D009655010
3004,D010159323
3004,D010207604
3004,D010853726
3004,D012377930
3004,D015318862
3004,D015404008
3004,D015626516
3004,D015626882
3004,D015947376
3004,D016025363
3004,D016509344
3004,D016574731
3004,D017095440
3004,D017308090
3004,D017993678
3004,D018834246
3004,D019723846
3004,D020030780
3004,D020447038
3004,D021375408
3004,D021877452
3004,D023149823
3004,D023183834
3004,D025214178
3004,D025307207
3004,D025350739
3004,D025959116
3004,D025959277
3004,D026456324
3004,D026696256
3004,D026788067
3004,D027017630
3004,D027123508
3004,D029334513
3004,D029813193
3004,D030597433
3004,D030872172
3004,D030994805
3004,D031134101
3004,D031634229
3004,D031790734
3004,D033905044
3004,D035011736
3004,D036366422
3004,D036501366
3004,D037853280
3004,D038756405
3004,D039400208
3004,D042184270
3004,D043372591
3004,D044210427
3004,D045456879
3004,D047197947
3004,D047715561
3004,D047769489
3004,D047825246
3004,D047914995
3004,D048326834
3004,D0503467
3004,D0505476
3004,D0505740
3004,D0508155
3004,D0513917
3004,D0515358
3004,D0522160
3004,D0522783
3004,D0522832
3004,D0524260
3004,D0525653
3004,D052661518
3004,D0527219
3004,D0527659
3004,D0527663
3004,D0528880
3004,D0530347
3004,D0530741
3004,D0531968
3004,D0533173
3004,D0533545
3004,D0533837
3004,D0535822
3004,D0536049
3004,D0537118
3004,D0537198
3004,D0538297
3004,D0538481
3004,D0540905
3004,D0541052
3004,D0543061
3004,D0544201
3004,D0546787
3004,D054731233
3004,D0548574
3004,D0548705
3004,D0549011
3004,D0550399
3004,D0550468
3004,D0553529
3004,D055615860
3004,D0557139
3004,D0559590
3004,D0566747
3004,D0567688
3004,D0568337
3004,D0570955
3004,D0571393
3004,D0571865
3004,D0572377
3004,D0572407
3004,D0572839
3004,D0573408
3004,D0573563
3004,D0574839
3004,D0575667
3004,D0576356
3004,D057658490
3004,D0578674
3004,D057961132
3004,D057977362
3004,D0581506
3004,D058270479
3004,D0583492
3004,D0584256
3004,D058552490
3004,D0586789
3004,D0587593
3004,D0590457
3004,D059058816
3004,D0593786
3004,D0595256
3004,D0597491
3004,D0597810
3004,D0599885
3004,D0600090
3004,D0600798
3004,D0601400
3004,D0601749
3004,D0602751
3004,D0603318
3004,D0603893
3004,D0605056
3004,D0605418
3004,D0606107
3004,D0607744
3004,D0607848
3004,D0611176
3004,D0611541
3004,D0611884
3004,D061239609
3004,D0615041
3004,D061636033
3004,D0616938
3004,D0617002
3004,D0617102
3004,D062327596
3004,D0623773
3004,D062523288
3004,D0625719
3004,D0625725
3004,D0625772
3004,D0626178
3004,D0626352
3004,D0626838
3004,D0629277
3004,D0630061
3004,D063024326
3004,D0630410
3004,D0631734
3004,D0634469
3004,D0634832
3004,D0635737
3004,D0636167
3004,D063641394
3004,D0637650
3004,D0637731
3004,D0640692
3004,D0641504
3004,D064161426
3004,D064248639
3004,D0643544
3004,D0643717
3004,D0645876
3004,D0646484
3004,D0648577
3004,D0650651
3004,D065348765
3004,D0654073
3004,D0655750
3004,D0656211
3004,D0658710
3004,D0659902
3004,D0662630
3004,D0663917
3004,D0664040
3004,D0664176
3004,D0665188
3004,D0666085
3004,D0666948
3004,D0666973
3004,D0672887
3004,D0673070
3004,D0674080
3004,D0674432
3004,D0675258
3004,D067544622
3004,D0675814
3004,D0676123
3004,D0676361
3004,D0676451
3004,D0677242
3004,D0677813
3004,D0677986
3004,D067955831
3004,D0680541
3004,D0682053
3004,D0682921
3004,D068361563
3004,D0683976
3004,D0687056
3004,D0687508
3004,D0688040
3004,D0688613
3004,D0690339
3004,D0691791
3004,D0693111
3004,D0694696
3004,D0695316
3004,D0700218
3004,D0700683
3004,D0700831
3004,D0701870
3004,D0701911
3004,D0702326
3004,D0703613
3004,D0704522
3004,D0707818
3004,D0708285
3004,D071000954
3004,D071075082
3004,D0711259
3004,D0714575
3004,D0714925
3004,D0715560
3004,D0715826
3004,D0715957
3004,D0716312
3004,D0719108
3004,D071938080
3004,D0719977
3004,D0720013
3004,D072136904
3004,D072254592
3004,D0723562
3004,D0727070
3004,D0727246
3004,D0727411
3004,D0730973
3004,D0731631
3004,D0733061
3004,D0734068
3004,D0734818
3004,D0735713
3004,D0736099
3004,D0736241
3004,D0738406
3004,D073851585
3004,D0742036
3004,D074250875
3004,D0742776
3004,D0743723
3004,D0745013
3004,D074592500
3004,D074669677
3004,D074681990
